codigo_renacyt,Investigador,Genero,URL CTI Vitae,grupo,nivel,fecha_de_inicio_de_vigencia,fecha_fin_de_vigencia,Rango de Edad,reglamento
P0021518,"RUCANO PAUCAR, FABIAN HUGO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21518,,VI,2022-08-22,,Entre 70 a 79 años,Reglamento 2021
P0021447,"PUGA PEÑA, PERCY FRITZ",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21447,,VI,2022-12-22,,Entre 40 a 49 años,Reglamento 2021
P0021441,"NINA HANCO, HERNAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21441,,VII,2022-02-08,,Entre 40 a 49 años,Reglamento 2021
P0021437,"YARETA YARETA, JOSE LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21437,,VII,2022-06-17,,Entre 30 a 39 años,Reglamento 2021
P0021435,"CRUZADO SANCHEZ, DEIVY ROBERT",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21435,,VI,2022-09-19,,Entre 40 a 49 años,Reglamento 2021
P0021427,"COLOMA PAXI, ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21427,,VI,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0021425,"BAQUERIZO SEDANO, LUIS MIGUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21425,,VII,2022-12-12,,Entre 30 a 39 años,Reglamento 2021
P0021405,"PINARES HUAMANI, RUBEN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21405,,VII,2022-02-10,,Entre 30 a 39 años,Reglamento 2021
P0021379,"SIPIRAN MENDOZA, IVAN ANSELMO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21379,,III,2022-02-10,,Entre 30 a 39 años,Reglamento 2021
P0021332,"CESPEDES CHOMBO, ROXANA ESTHER",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21332,,VII,2022-06-21,,Entre 30 a 39 años,Reglamento 2021
P0021327,"ORTIZ SALAS, CARMEN ELEANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21327,,VII,2022-06-17,,Entre 40 a 49 años,Reglamento 2021
P0021325,"TITO LEON, RICHARD",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21325,,III,2022-10-22,,Entre 30 a 39 años,Reglamento 2021
P0021300,"GUTIERREZ AYALA, EVELYN PATRICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21300,,VI,2022-07-14,,Entre 30 a 39 años,Reglamento 2021
P0021295,"CELIS PEREZ, CESAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21295,,III,2022-11-25,,Entre 40 a 49 años,Reglamento 2021
P0021270,"LOPEZ LOPEZ, ELMER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21270,,VII,2022-07-22,,Entre 40 a 49 años,Reglamento 2021
P0021226,"CASA COILA, VICTOR HUGO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21226,,V,2022-07-22,,Entre 40 a 49 años,Reglamento 2021
P0021225,"CASTILLO LUJAN, FEREN ALEXARD",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21225,,VII,2022-11-10,,Entre 30 a 39 años,Reglamento 2021
P0021220,"ARBIZU BERROCAL, CARLOS IRVIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21220,,IV,2022-08-10,,Entre 30 a 39 años,Reglamento 2021
P0021213,"CEDANO CASTRO, JOSE ISAI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21213,,VII,2022-05-24,,Entre 30 a 39 años,Reglamento 2021
P0021205,"SINCHE CRISPIN, FERNANDO VITERBO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21205,,IV,2022-10-27,,Entre 40 a 49 años,Reglamento 2021
P0021194,"DELGADO RAMOS, EDGARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21194,,VII,2022-07-22,,Entre 40 a 49 años,Reglamento 2021
P0021192,"TINCO JAYO, JOHNNY ALDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21192,,IV,2022-05-18,,Entre 40 a 49 años,Reglamento 2021
P0021167,"RIVERA PORTUGAL, ANA MARGOTH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21167,,VI,2022-02-10,,Entre 50 a 59 años,Reglamento 2021
P0021143,"MURILLO CARRASCO, ALEXIS GERMAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21143,,V,2022-09-30,,Entre 20 a 29 años,Reglamento 2021
P0021136,"SALAMANCA GUILLEN, JUAN JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21136,,VI,2022-02-10,,Entre 30 a 39 años,Reglamento 2021
P0021108,"QUISPE CRUZ, MARCELA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21108,,VII,2022-11-25,,Entre 40 a 49 años,Reglamento 2021
P0021063,"PICHARDO RODRIGUEZ, RAFAEL MARTIN DE JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21063,,VI,2022-02-08,,Entre 30 a 39 años,Reglamento 2021
P0021028,"VALERO CAJAHUANCA, JULIO ELVIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21028,,VII,2022-05-17,,Entre 40 a 49 años,Reglamento 2021
P0021017,"ABARCA ARIAS, YESSIKA MADELAINE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21017,,VI,2022-11-10,,Entre 50 a 59 años,Reglamento 2021
P0021009,"LLANQUI ARGOLLO, IRBIN BALTAZAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=21009,,VII,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0020992,"PINEDO CANCINO, VIVIANA VANESSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20992,,III,2022-10-28,,Entre 40 a 49 años,Reglamento 2021
P0020979,"HOBAN VERGARA, CRISTIAN ANGEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20979,,V,2022-09-30,,Entre 30 a 39 años,Reglamento 2021
P0020960,"VILCA QUIRO, LINDSEY WILDMAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20960,,I,2022-10-05,,Entre 30 a 39 años,Reglamento 2021
P0020956,"MILLONES GOMEZ, PABLO ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20956,,III,2022-11-10,,Entre 40 a 49 años,Reglamento 2021
P0020945,"QUISPE GUZMAN, DINO LUCIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20945,,V,2022-06-17,,Entre 50 a 59 años,Reglamento 2021
P0020941,"ALVA DIAZ, CARLOS ALEXANDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20941,,II,2022-08-10,,Entre 30 a 39 años,Reglamento 2021
P0020893,"PEZO PEZO, ARMANDO MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20893,,VII,2022-04-21,,Entre 30 a 39 años,Reglamento 2021
P0020826,"CALLATA GALLEGOS, ZAIDA ESTHER",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20826,,VI,2022-04-21,,Entre 30 a 39 años,Reglamento 2021
P0020823,"FUENTES LOPEZ, JOSE DAMIAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20823,,III,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0020822,"MAMANI RAMOS, ANGEL ANIBAL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20822,,VII,2022-09-30,,Entre 40 a 49 años,Reglamento 2021
P0020814,"UGARTE GIL, MANUEL FRANCISCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20814,,Investigador Distinguido,2022-02-10,,Entre 40 a 49 años,Reglamento 2021
P0020810,"QUISPE RICALDE, MARIA ANTONIETA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20810,,III,2022-05-18,,Entre 50 a 59 años,Reglamento 2021
P0020797,"AGUILAR GAMBOA, FRANKLIN ROMULO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20797,,VI,2022-06-08,,Entre 30 a 39 años,Reglamento 2021
P0020776,"VIVANCO SIERRALTA, LUIS BENIGNO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20776,,III,2022-02-10,,Entre 40 a 49 años,Reglamento 2021
P0020764,"CUEVA TAVARA, MARIO DAVID",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20764,,VII,2022-05-24,,Entre 30 a 39 años,Reglamento 2021
P0020755,"FRANCO CHALCO, EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20755,,VII,2022-05-17,,Entre 30 a 39 años,Reglamento 2021
P0020737,"FABIAN DOMINGUEZ, FREDY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20737,,VI,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0020725,"GOMEZ MORENO, HENRY LEONIDAS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20725,,Investigador Distinguido,2022-06-21,,Entre 60 a 69 años,Reglamento 2021
P0020712,"NAKACHI MORIMOTO, GRACIELA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20712,,VII,2022-09-26,,Entre 70 a 79 años,Reglamento 2021
P0020710,"VILLOTA CERNA, ELIZABETH ROXANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20710,,V,2022-10-18,,Entre 40 a 49 años,Reglamento 2021
P0020688,"GALVEZ RANILLA, LENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20688,,II,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0020687,"HUANCA ZUÑIGA, PAUL KAREL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20687,,VI,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0020675,"ROSALES AYLAS, GEORGYNIO YOSSIMAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20675,,VII,2022-10-27,,Entre 30 a 39 años,Reglamento 2021
P0020667,"GUEVARA PUENTE DE LA VEGA, KARIM",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20667,,VI,2022-10-18,,Entre 50 a 59 años,Reglamento 2021
P0020659,"LANCHIPA ALE, TERESA MARGARITA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20659,,VII,2022-06-17,,Entre 30 a 39 años,Reglamento 2021
P0020642,"SOLIS VASQUEZ, LEONARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20642,,V,2022-05-18,,Entre 30 a 39 años,Reglamento 2021
P0020606,"BAYLON CORITOMA, MARIBEL",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20606,,VII,2022-12-29,,Entre 40 a 49 años,Reglamento 2021
P0020582,"CORAZON GUIVIN, MIKE ANDERSON",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20582,,III,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0020575,"CALDERON PEÑA, ABHEL ARTHUR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20575,,IV,2022-10-05,,Entre 40 a 49 años,Reglamento 2021
P0020561,"MERINO ZEGARRA, CLAUDIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20561,,VII,2022-11-25,,Entre 40 a 49 años,Reglamento 2021
P0020552,"BENDEZU QUISPE, GUIDO JEAN PIERRE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20552,,I,2022-09-14,,Entre 30 a 39 años,Reglamento 2021
P0020545,"TAYPE RONDAN, ALVARO RENZO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20545,,Investigador Distinguido,2022-05-18,,Entre 30 a 39 años,Reglamento 2021
P0020532,"AREVALO RAMIREZ, HERIBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20532,,VI,2022-09-01,,Entre 60 a 69 años,Reglamento 2021
P0020513,"GRANDA ALACOTE, ANA CECILIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20513,,VII,2022-10-05,,Entre 30 a 39 años,Reglamento 2021
P0020509,"ALARCON SANTOS, JAVIER EDMUNDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20509,,VII,2022-06-17,,Entre 40 a 49 años,Reglamento 2021
P0020480,"VARGAS BLANCO, DIEGO ALONSO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20480,,VI,2022-10-18,,Entre 30 a 39 años,Reglamento 2021
P0020472,"ARANGO OCHANTE, PEDRO MARIANO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20472,,V,2022-09-13,,Entre 50 a 59 años,Reglamento 2021
P0020467,"VILLAFUERTE CASTRILLON, FRANCISCO CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20467,,Investigador Distinguido,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0020450,"WHITTEMBURY VLASICA, ALVARO MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20450,,IV,2022-09-13,,Entre 40 a 49 años,Reglamento 2021
P0020447,"CASTRO BARRIENTOS, TERESA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20447,,VI,2022-07-14,,Entre 40 a 49 años,Reglamento 2021
P0020433,"GUTIERREZ INGUNZA, ERICSON LEONARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20433,,II,2022-09-19,,Entre 40 a 49 años,Reglamento 2021
P0020420,"CABRERA ENRIQUEZ, JOHN ALEXIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20420,,VII,2022-11-14,,Entre 30 a 39 años,Reglamento 2021
P0020415,"PURIZACA ROSILLO, NELSON DAVID",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20415,,VII,2022-09-27,,Entre 30 a 39 años,Reglamento 2021
P0020406,"CARRILLO LARCO, RODRIGO MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20406,,Investigador Distinguido,2022-06-21,,Entre 30 a 39 años,Reglamento 2021
P0020403,"SAAVEDRA GARCIA, LORENA MARIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20403,,IV,2022-08-17,,Entre 30 a 39 años,Reglamento 2021
P0020399,"RUIZ RUIZ, MARCOS FERNANDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20399,,VI,2022-08-17,,Entre 40 a 49 años,Reglamento 2021
P0020379,"ALVARADO GAMARRA, ANGEL GIANCARLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20379,,VI,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0020376,"DIAZ AROCUTIPA, CARLOS ENRIQUE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20376,,IV,2022-05-17,,Entre 30 a 39 años,Reglamento 2021
P0020368,"VIRU LOZA, MANUEL ANDRE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20368,,VII,2022-10-22,,Entre 30 a 39 años,Reglamento 2021
P0020316,"ROJAS ZEGARRA, MARIA ELENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20316,,VI,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0020295,"VINCES RAMOS, LEONARDO NIKOLAI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20295,,VII,2022-10-28,,Entre 40 a 49 años,Reglamento 2021
P0020291,"ESPINOZA MONTES, CIRO ABELARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20291,,V,2022-10-18,,Entre 60 a 69 años,Reglamento 2021
P0020271,"VALENCIA AYALA, EDWARD",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20271,,III,2022-12-29,,Entre 40 a 49 años,Reglamento 2021
P0020268,"CHINO VILCA, BRENDA NADIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20268,,V,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0020267,"CALLE VELEZMORO, EDUARDO MIGUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20267,,VII,2022-10-18,,Entre 30 a 39 años,Reglamento 2021
P0020255,"ROLANDO BETANCOURT, JOSE LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20255,,IV,2022-07-14,,Entre 30 a 39 años,Reglamento 2021
P0020231,"BERMUDEZ DIAZ, LUDISLEYDIS",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20231,,VII,2022-02-08,,Entre 30 a 39 años,Reglamento 2021
P0020222,"BENITES PALOMINO, ALDO MARCELO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20222,,V,2022-08-22,,Entre 20 a 29 años,Reglamento 2021
P0020195,"VIDAL DUARTE, ELIZABETH ENRIQUETA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20195,,VI,2022-02-08,,Entre 40 a 49 años,Reglamento 2021
P0020185,"VARGAS CALLA, ANA MILUSKA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20185,,IV,2022-02-08,,Entre 30 a 39 años,Reglamento 2021
P0020182,"ESPINOZA SILVERA, PEPE ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20182,,II,2022-11-14,,Entre 50 a 59 años,Reglamento 2021
P0020166,"FUENTES NEIRA, NADIA EDITH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20166,,VII,2022-12-29,,Entre 40 a 49 años,Reglamento 2021
P0020135,"GONZALES CONDORI, ELVIS GILMAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20135,,VI,2022-06-17,,Entre 30 a 39 años,Reglamento 2021
P0020133,"FLORES LEON, DIANA CAROLINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20133,,V,2022-11-25,,Entre 30 a 39 años,Reglamento 2021
P0020126,"SOLIS SANCHEZ, GILMER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20126,,VI,2022-05-17,,Entre 30 a 39 años,Reglamento 2021
P0020115,"ANGULO TISOC, JOSE MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20115,,IV,2022-09-27,,Entre 30 a 39 años,Reglamento 2021
P0020113,"ESPEZUA LLERENA, SOLEDAD",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20113,,VI,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0020112,"GIANELLA MALCA, CAMILA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20112,,III,2022-09-13,,Entre 40 a 49 años,Reglamento 2021
P0020105,"CUCHO DOLMOS, HERNAN CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20105,,IV,2022-06-08,,Entre 40 a 49 años,Reglamento 2021
P0020053,"LIRA CAMARGO, JORGE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20053,,VII,2022-09-19,,Entre 30 a 39 años,Reglamento 2021
P0020025,"CALIZAYA LLATASI, FREDY GRIMALDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=20025,,VII,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0019992,"PIÑA ITURBE, LUIS ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19992,,VII,2022-02-08,,Entre 30 a 39 años,Reglamento 2021
P0019979,"VENTURA FLORES, ROBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19979,,VII,2022-06-08,,Entre 40 a 49 años,Reglamento 2021
P0019962,"WONG PORTILLO, LENIS ROSSI",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19962,,V,2022-11-29,,Entre 40 a 49 años,Reglamento 2021
P0019945,"OBLITAS CRUZ, JIMY FRANK",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19945,,III,2022-02-08,,Entre 40 a 49 años,Reglamento 2021
P0019929,"LOARTE CADENAS, EDWIN ANIBAL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19929,,VI,2022-02-10,,Entre 30 a 39 años,Reglamento 2021
P0019913,"LESCANO GOMEZ, JESUS CHRISTIAN ONOFRE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19913,,V,2022-06-30,,Entre 30 a 39 años,Reglamento 2021
P0019911,"MORALES VICENTE, DAVID ABRAHAM",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19911,,VI,2022-10-28,,Entre 30 a 39 años,Reglamento 2021
